Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FS","Données de la sécurité alimentaire","ETH","Éthiopie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-1.57","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","RUS","Fédération de Russie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.89","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","FJI","Fidji","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.83","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","FIN","Finlande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.96","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","FRA","France","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.06","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","GAB","Gabon","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.07","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","GMB","Gambie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.52","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","GEO","Géorgie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.29","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","GHA","Ghana","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.16","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","GRC","Grèce","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.14","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","GRD","Grenade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","1.01","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","GRL","Groenland","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","1.96","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","GTM","Guatemala","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.54","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","GIN","Guinée","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.41","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","GNQ","Guinée équatoriale","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.19","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","GNB","Guinée-Bissau","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.5","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","GUY","Guyana","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.03","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","HTI","Haïti","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.67","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","HND","Honduras","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.36","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","HUN","Hongrie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.71","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","MHL","Îles Marshall","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.93","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","SLB","Îles Salomon","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.51","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","IND","Inde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.95","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","IDN","Indonésie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.38","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","IRN","Iran (République islamique d')","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.74","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","IRQ","Iraq","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-2.28","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","IRL","Irlande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.88","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","ISL","Islande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","1.33","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","ISR","Israël","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.83","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","ITA","Italie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.35","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","JAM","Jamaïque","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.24","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","JPN","Japon","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","1.01","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","JOR","Jordanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.53","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","KAZ","Kazakhstan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.04","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","KEN","Kenya","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-1.33","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","KGZ","Kirghizistan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.66","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","KIR","Kiribati","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.87","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","KWT","Koweït","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.15","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","LSO","Lesotho","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.25","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","LVA","Lettonie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.39","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","MKD","Macédoine du Nord","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.38","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","LBN","Liban","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-1.56","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","LBR","Libéria","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.55","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","LBY","Libye","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-2.21","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","LTU","Lituanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.8","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","LUX","Luxembourg","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","1.41","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","MDG","Madagascar","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.4","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","MYS","Malaisie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.1","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","MWI","Malawi","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.06","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","MDV","Maldives","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.41","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","MLI","Mali","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-1.55","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","MLT","Malte","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","1.08","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","MAR","Maroc","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.29","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","MUS","Maurice","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","1.05","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","MRT","Mauritanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.74","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","MEX","Mexique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.77","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","FSM","Micronésie (États fédérés de)","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","1.05","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","MNG","Mongolie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.82","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","MNE","Monténégro","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.16","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","MOZ","Mozambique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-1.05","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","MMR","Myanmar","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.63","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","NRU","Nauru","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.55","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","NPL","Népal","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.79","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","NIC","Nicaragua","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.17","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","NER","Niger","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-1.08","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","NGA","Nigéria","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-1.85","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","NOR","Norvège","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","1.17","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","NZL","Nouvelle-Zélande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","1.49","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","OMN","Oman","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.8","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","UGA","Ouganda","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.72","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","UZB","Ouzbékistan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.34","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","PAK","Pakistan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-2.47","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","PLW","Palaos","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.93","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","PAN","Panama","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.43","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","PNG","Papouasie-Nouvelle-Guinée","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.5","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","PRY","Paraguay","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.2","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","NLD","Pays-Bas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.89","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","PER","Pérou","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.16","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","PHL","Philippines","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-1.3","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","POL","Pologne","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.51","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","PRI","Porto Rico","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.81","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","PRT","Portugal","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","1.02","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","QAT","Qatar","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.87","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","SYR","République arabe syrienne","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-2.91","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","CAF","République centrafricaine","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-1.74","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","KOR","République de Corée","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.17","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","MDA","République de Moldova","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.28","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","COD","République démocratique du Congo","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-2.2","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","LAO","République démocratique populaire lao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.5","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","DOM","République dominicaine","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.29","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","PRK","République populaire démocratique de Corée","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.71","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","TZA","République-Unie de Tanzanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.41","X","Sources internationales sûres"
